Study ID,Team member,Author (last name of first author),Year published (>=2010),Journal,Title,DOI Link,Type of study ,"Name of initiative - larger umbrella initiative, not project (if other, add initiative)",Name of project,Implementing institution,World region ,Country ,Sub-national region (e.g. State/Province),Site name (text descr of site e.g. park name),latitude,longitude,Restoration status,Restoration Start Year,Ending Year,Area under restoration (if restoration began before 2000),Calculate area from 2000 (assuming linear),Area under restoration (original unit),Area (conversion factor),Total Area,Area (categorical),Total cost (number only in USD),Forest defined (Y/N),Definition of forest,(1) Tropical and Subtropical Moist Broadleaf Forests,(2) Tropical and Subtropical Dry Broadleaf Forests,(3) Tropical and Subtropical Coniferous Forests,(4) Temperate Broadleaf and Mixed Forests,(5) Temperate Coniferous Forests,(6) Boreal Forests/Taiga,"(7) Tropical and subtropical grasslands, savannas, and shrublands","(8) Temperate Grasslands, Savannas, and Shrublands",(9) Flooded Grasslands and Savannas,(10) Montane Grasslands and Shrublands,(11) Tundra,"(12) Mediterranean Forests, Woodlands, and Scrub",(13) Deserts and Xeric Shrublands,(14) Mangroves,(15) Wetlands,(1) Natural regeneration,(2) Assisted regeneration,(3) Regeneration unspecified,(4) Active ecological restoration,(5) Mixed timber species plantation,(6) Monoculture timber plantation,(7) Plantation and/or woodlot unspecified,"(8) Agroforestry (fruit, nut, oil palm, etc)",(9) Multistrata agroforestry (e.g. shade grown crops),(10 Tree intercropping agroforestry (trees in croplands >30%),(11) Silvopastoral systems (trees in pasture >30%),(12) Transitional land use (agroforestry as a transitional phase towards ecological restoration),(13) Afforestation (active planting in non-forest ecosystem e.g. natural grasslands),"Dominant restored species (if other, add scientific name)",Native or exotic species,Restored stand age (note number of years),"Survival rate (%, note number only)",(1) Agriculture unspecified,(2) Cropland,(3) Pasture/ Grazing lands,(4) Agro-silvo-pastoral system,(5) Shifting cultivation/fallow,(6) Aquaculture,(7) Tree monocrop/ Plantation,(8) Deforested (clear cut),(9) Degraded (selective logging),"(10) Land used for extractive activities (e.g. mining, oil & gas)",(11) Fire,"(12) Non-fire disturbance (e.g. landslide, hurricane)",(13) Marginal land and/or abandoned land,(14) Other,Unknown,Age of previous disturbance/ land use (note number of years),(1) Ecosystem function,(2) Water provision/quality,(3) Biodiversity and habitat recovery,(4) Ecological connectivity,(5) Elimination of exotic/ invasive species,(6) Carbon sequestration,(7) Soil fertility,"(8) Reduce risks (erosion, windbreaks, flood control)",(9) Reclamation (clean up and repair after extraction activities),(10) Regulatory,(11) Payment for ecosystem service,(12) Agroforestry/ commercial,(13) Local employment and enhacing livelihoods,(14) Recreation/ eco-tourism,(15) Other,Unknown,Biomass measured? y/n,Biomass change (+/-),Biomass value (Mg/ha),C sequestration measured? y/n,C sequestration change? +/-,C sequestration value (Mg/ha),Water quality measured (?),Water quality change? +/-,Water quality value,Biodiversity measured? y/n,Biodiversity change +/-,Biodiversity value,"Soil nutrients (SOC, N, P) measured? y/n","Soil nutrients (SOC, N, P) change? +/-","Soil nutrients (SOC, N, P) value",Other ecosystem function measured? (record function),Other ecosystem function change,Other ecosystem function value,Notes
33,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,CDM,"Argos CO2 Offset Project, through reforestation activities for commercial use.",,LATAM (Latin America & Caribbean) ,Colombia,Antioquia and Sucre,"Municipality of San Onofre, Corregimiento La Palmira",9.737444,-75.524801,Ongoing,2005,2030,,#N/A,2754,1,2754,(2) 1000-5000 ha / 10-50 km2,,N,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,both native and exotic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
34,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,CDM,Commercial reforestation on lands dedicated to extensive cattle grazing activities in the region of Magdalena Bajo Seco.,,LATAM (Latin America & Caribbean) ,Colombia,Magdalena (llanuras Secas del Caribe),six municipalities located along the Magdalena River,10.521269,-74.190692,Ongoing,2000,2030,,#N/A,3137.32,1,3137.32,(2) 1000-5000 ha / 10-50 km2,,N,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,both native and exotic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
35,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,CDM,"Forestry Project for the Basin of the Chinchiná River, an Environmental and Productive Alternative for the City and the Region",,LATAM (Latin America & Caribbean) ,Colombia,Caldas,Municipality of Manizales,5.063903,-75.505946,Ongoing,2002,2020,,#N/A,4538.7,1,4538.7,(2) 1000-5000 ha / 10-50 km2,,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,,both native and exotic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
36,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,CDM,Forestry Project in Strategic Ecological Areas of the Colombian Caribbean Savannas,,LATAM (Latin America & Caribbean) ,Colombia,Magdalena (llanuras secas),Sabanas de San Angel,10.065873,-74.257088,Ongoing,2003,2033,,#N/A,18600,1,18600,"(3) 5000-20,000 ha / 50-200 km2",,N,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,,both native and exotic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
37,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,CDM,Forestry Project in Strategic Ecological Areas of the Colombian Caribbean Savannas,,LATAM (Latin America & Caribbean) ,Colombia,Vichada (Orinoco),Primavera,6.069925,-75.634996,Ongoing,2005,2025,,#N/A,29019,1,29019,"(4) 20,000-100,000 ha/ 200-1000 km2",,N,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,,both native and exotic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,
38,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,CDM,REFORESTATION OF DEGRADED/DEGRADING LAND IN THE CARIBBEAN SAVANNAH OF COLOMBIA,,LATAM (Latin America & Caribbean) ,Colombia,Cordoba (caribbean savanna),Valencia,8.25853,-76.147284,Ongoing,2008,2028,,#N/A,2194.8,1,2194.8,(2) 1000-5000 ha / 10-50 km2,,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,,both native and exotic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
39,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,CDM,San Nicolas CDM Reforestation Project,Other,LATAM (Latin America & Caribbean) ,Colombia,Antioquia,Municipality of Guarne,6.278404,-75.44181,Ongoing,2008,2028,,#N/A,617.15,1,617.15,(1) 100-1000 ha/ 1-10 km2 ,,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,,native,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
45,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,20x20,Por los bosques por la gente: Restauración de bosques Húmedos Tropicales y Generación de Ingresos y Modos de Vida en el Pacifico Risaraldense,Multiple,LATAM (Latin America & Caribbean) ,Colombia,Risaralda,Pueblo Rico & Mistrato,5.221881,-76.030111,Start of implementation,2017,2022,,#N/A,7000,1,7000,"(3) 5000-20,000 ha / 50-200 km2",,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,native,,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,"1. 500 ha Bosques tropicales, enriquecidos, con especies maderables de mediano y alto valor comercial; 2. 200 ha Plantaciones puras establecidas, en territorios colectivos de comunidades, negras, con especies maderables de mediano y alto valor.; 3. 300 ha Sistemas agroforestales con especies heliofitas durables y especies esciofitas establecidos en arreglos con especies para seguridad alimentaria y para comercialización."
46,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,20x20,"Restauración ecológica - productiva por medio de la adaptación de sistemas productivos agricultura y ganadería, mediante el establecimiento de sistemas agroforestales (SAF), plantaciones y sistemas silvopastoriles (SSP), en el Bosque Modelo Risaralda.",Multiple,LATAM (Latin America & Caribbean) ,Colombia,Risaralda,Throughout department,4.977592,-75.982769,Start of implementation,2017,2020,,#N/A,3700,1,3700,(2) 1000-5000 ha / 10-50 km2,(7) >10million,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,both native and exotic,,,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,Coordinate represents a random point within the Departamento de Risaralda (area of Bosques Modelo)
47,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,20x20,"Producción de material vegetal para la restauración ecológica participativa con fines silvopastoriles en zonas disturbadas por incendios forestales en Nobsa, Boyacá. Pilotos de producción vegetal para bosque andino, bosque alto andino y subpáramo",Company,LATAM (Latin America & Caribbean) ,Colombia,Boyaca,Nobsa,5.768469,-72.939307,Start of implementation,2017,2027,,#N/A,500,1,500,(1) 100-1000 ha/ 1-10 km2 ,(2) 100-500k,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,native,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
48,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,20x20,Restauración a través de la reforestación comercial,Company,LATAM (Latin America & Caribbean) ,Colombia,Antioquia,N/A,8.634308,-76.720068,Start of implementation,2017,2043,,#N/A,1500,1,1500,(2) 1000-5000 ha / 10-50 km2,(2) 100-500k,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,,both native and exotic,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,"Coordinate for town of Mulatos within the Departamento de Antioquia, project site not specified"
49,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,20x20,Restauración de sistemas productivos en zonas de amortiguación del área de compensación ambiental de la Central Hidroeléctrica Quimbo y seguimiento y verificación a la captura de carbono a las estrategias implementadas en bosque seco.,Multiple,LATAM (Latin America & Caribbean) ,Colombia,Huila,Gigante,2.386549,-75.547141,Start of implementation,2017,2037,,#N/A,2000,1,2000,(2) 1000-5000 ha / 10-50 km2,(6) 5-10million,N,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,both native and exotic,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,"2,000 (500 restauracion, 500 silvopastoril, 1000 plantacion)"
50,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,20x20,"Maduración Plantación Forestal, restauración de zonas de retiro y seguimiento y verificación de captura de CO2 en plantaciones.",Multiple,LATAM (Latin America & Caribbean) ,Colombia,Córdoba,Puerto Libertador,7.888843,-75.673917,Start of implementation,2017,2033,,#N/A,2969,1,2969,(2) 1000-5000 ha / 10-50 km2,(6) 5-10million,N,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,both native and exotic,,,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,2969 ha (1882 ha plantacion y 1087 ha restauracion)
51,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,20x20,Biocarbón y Agro-Forestería Análoga en la Orinoquia colombiana,Company,LATAM (Latin America & Caribbean) ,Colombia,Vichada,Puerto Carreño,6.186897,-67.485469,Start of implementation,2017,2020,,#N/A,300,1,300,(1) 100-1000 ha/ 1-10 km2 ,(3) 500k-1million,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,native,,,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,"El proyecto tiene disponible hasta 300 hectáreas para realizar los experimentos en los cultivos, variaciones en las prácticas de uso y cantidades de biocarbón y abonos naturales."
60,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,20x20,Mejoramiento de la disponibilidad de agua para los diferentes usos,Multiple,LATAM (Latin America & Caribbean) ,Colombia,Valle de Cauca,Throughout department,3.431523,-76.516759,Start of implementation,2016,2019,,#N/A,780,1,780,(1) 100-1000 ha/ 1-10 km2 ,(5) 2-5million,N,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,,both native and exotic,,,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
95,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,20x20,"Restauración y revegetalización ecológica participativa para mitigar efectos de Cambio Climático, Páramo Paja Blanca, Colombia",NGO,LATAM (Latin America & Caribbean) ,Colombia,Nariño (Paramo),Gualmatán,0.919001,-77.568499,Project actions complete,2014,2018,,#N/A,161,1,161,(1) 100-1000 ha/ 1-10 km2 ,(2) 100-500k,N,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,native,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
96,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,20x20,"Plan de restauración para la cuenca alta del arroyo Luriza, Municipio Usiacurí-Atlántico",NGO,LATAM (Latin America & Caribbean) ,Colombia,Atlantíco,Luriza (Usiacurí),10.752162,-75.025422,Project actions complete,2014,2018,,#N/A,184,1,184,(1) 100-1000 ha/ 1-10 km2 ,(2) 100-500k,N,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,native,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
97,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,20x20,"Ecological Restoration Project of Regional Metropolitan Natural Park “Cerro El Volador” in Medellín, Colombia",University,LATAM (Latin America & Caribbean) ,Colombia,"Antioquia, (Lower Andes)",Medellín,6.26321,-75.60738,Project actions complete,2010,,,#N/A,90,1,90,(0)<100 ha,(2) 100-500k,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,native,,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,
98,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,20x20,Corredor Biológico en jurisdicción de la vereda Juntas del Municipio de Ibague,Government,LATAM (Latin America & Caribbean) ,Colombia,"Tolima, (Andes)",Juntas (Ibagué),4.554247,-75.322793,Project actions complete,2010,2011,,#N/A,120,1,120,(1) 100-1000 ha/ 1-10 km2 ,,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,native,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
99,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,20x20,Restauración Ecológica de la Zona Forestal Protectora de la Cuenca Media del río Otún,Government,LATAM (Latin America & Caribbean) ,Colombia,"Risaralda, (Andes)",Pereira,4.806825,-75.710328,,2010,,,#N/A,106,1,106,(1) 100-1000 ha/ 1-10 km2 ,(2) 100-500k,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,,unknown,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,
100,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,20x20,"Restauración, diseño y establecimiento de alternativas que disminuyan presiones sobre los valores de conservación del Parque Nacional Natural los Nevados en las cuencas altas de los ríos Combeima, Quindío, Campoalegre y Otún, departamentos de Tolima, Quindío, Caldas y Risaralda.",Government,LATAM (Latin America & Caribbean) ,Colombia,"Tolima, Quindío, Caldas and Risaralda, (High Andes)",National Park Los Nevados,4.796669,-75.37796,Project actions complete,2011,,,#N/A,27066,1,27066,"(4) 20,000-100,000 ha/ 200-1000 km2",(4) 1-2million,N,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,native,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
101,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,20x20,Plan de restauración de las áreas con plantaciones forestales de especies exóticas postaprovechamiento del parque forestal embalse del Neusa,Company,LATAM (Latin America & Caribbean) ,Colombia,"Cundinamarca, (Andes)",Neusa,5.139158,-73.977754,Project actions complete,2011,,,#N/A,260,1,260,(1) 100-1000 ha/ 1-10 km2 ,,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,native,,,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
102,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,20x20,Restauración del bosque protector para la optimización de hábitat de peces y de desarrollo en la zona de aguas abajo del proyecto hidroeléctrico Sogamoso,NGO,LATAM (Latin America & Caribbean) ,Colombia,"Santander, (Magdalena Valley)",Barrancabermeja,7.060577,-73.850465,Project actions complete,2012,,,#N/A,318,1,318,(1) 100-1000 ha/ 1-10 km2 ,,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,native,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,
103,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,20x20,Procesos de restauración de bosques en las zonas de recarga de acuíferos en la jurisdicción de Carsucre,Government,LATAM (Latin America & Caribbean) ,Colombia,"Sucre, (Caribbean)",Ovejas,9.524417,-75.228087,,2013,,,#N/A,160,1,160,(1) 100-1000 ha/ 1-10 km2 ,,N,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,native,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
104,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,20x20,Estrategias de conservación de los ecosistemas de Catival ubicados en la regional centro de la jurisdicción de Corpourabá,Government,LATAM (Latin America & Caribbean) ,Colombia,"Antioquia, (Caribbean)",Turbo,8.094462,-76.729694,Project actions complete,2010,,,#N/A,94,1,94,(0)<100 ha,(2) 100-500k,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,,native,,,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,
134,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,20x20,Plan de manejo para áreas de restauración ecológica concertadas - Modelo de financiación alternativo para el manejo sostenible de los bosques de San Nicolás,Government,LATAM (Latin America & Caribbean) ,Colombia,Antioquia,Guarne,6.280468,-75.442159,Project actions complete,2004,,,#N/A,32369,1,32369,"(4) 20,000-100,000 ha/ 200-1000 km2",(4) 1-2million,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,native,,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,"31879ha plan, 490ha PILOTO "
138,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,20x20,Restauración ecológica de Afloramiento rocoso de la serranía de la Lindosa (Guaviare),Multiple,LATAM (Latin America & Caribbean) ,Colombia,Guaviare,San José del Guaviare,2.569345,-72.640925,Project actions complete,2008,,,#N/A,12000,1,12000,"(3) 5000-20,000 ha / 50-200 km2",(2) 100-500k,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,native,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,
139,Stephanie,"Romijn, J.E.",2018,CIAT/WUR project for USAID,Restoration Database for Latin America and the Caribbean. Comparative Research Project on Landscape Restoration for Emissions Reductions.,http://lucid.wur.nl/,Grey literature,20x20,Conservación de algunas fincas entregadas por corpoguajira a comunidades indígenas en la Sierra Nevada de Santa Marta,Government,LATAM (Latin America & Caribbean) ,Colombia,Guajira,Dibuya,11.271074,-73.309678,Project actions complete,2003,,,#N/A,3200,1,3200,(2) 1000-5000 ha / 10-50 km2,,N,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,native,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
180,Alice,Camelo,2017,Restoration Ecology,Environmental and socioeconomic drivers of woody vegetation recovery in a human-modified landscape in the Rio Grande basin (Columbian Andes),10.1111/rec.12514,Multiple,,,,LATAM (Latin America & Caribbean) ,Colombia,Antioquia,"Rio Grande Basin, Northern Colombian Andes",6.51,-75.46,,1986,2012,4552,2100.923077,2100.923077,1,2100.923077,(2) 1000-5000 ha / 10-50 km2,,Y,(1) - 10% canopy cover,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,,,N,,,N,,,N,,,N,,,N,,,"Paper had greater detail for transitions between farm, fallow, and forest. However, they did not breakdown those transitions by area, only reported total increase in woody area. Fallow >= 10 canopy cover of trees, forest greater than that but these were all lumped. Abandoned cropland/pasture. selected montane grassland/shrubland because northernAndes specifically listed by WWF as an example, however these are tree species"
